source,id,ossl_method,name,abbrev,unit,n_available_selMaster,n_available_allMaster,description
kssl_calc,802,usda.c802,"Aluminum Saturation, CECd-Set 10",al_sat_cecd10,%,21,21,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,803,usda.c803,"Aluminum Saturation, CECd-Set 11",al_sat_cecd11,%,55,55,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,804,usda.c804,"Aluminum Saturation, CECd-Set 12",al_sat_cecd12,%,1,1,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,805,usda.c805,"Aluminum Saturation, CECd-Set 13",al_sat_cecd13,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,806,usda.c806,"Aluminum Saturation, CECd-Set 14",al_sat_cecd14,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,807,usda.c807,"Aluminum Saturation, CECd-Set 15",al_sat_cecd15,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,808,usda.c808,"Aluminum Saturation, CECd-Set 16",al_sat_cecd16,%,52,52,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,809,usda.c809,"Aluminum Saturation, CECd-Set 17",al_sat_cecd17,%,96,96,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,810,usda.c810,"Aluminum Saturation, CECd-Set 18",al_sat_cecd18,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,811,usda.c811,"Aluminum Saturation, CECd-Set 19",al_sat_cecd19,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,503,usda.c503,"Aluminum Saturation, CECd-Set 2",al_sat_cecd2,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,851,usda.c851,"Aluminum Saturation, CECd-Set 20",al_sat_cecd20,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,852,usda.c852,"Aluminum Saturation, CECd-Set 21",al_sat_cecd21,%,7,7,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,853,usda.c853,"Aluminum Saturation, CECd-Set 22",al_sat_cecd22,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,854,usda.c854,"Aluminum Saturation, CECd-Set 23",al_sat_cecd23,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,855,usda.c855,"Aluminum Saturation, CECd-Set 24",al_sat_cecd24,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,856,usda.c856,"Aluminum Saturation, CECd-Set 25",al_sat_cecd25,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1075,usda.c1075,"Aluminum Saturation, CECd-Set 26",al_sat_cecd26,%,30,30,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1076,usda.c1076,"Aluminum Saturation, CECd-Set 27",al_sat_cecd27,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1077,usda.c1077,"Aluminum Saturation, CECd-Set 28",al_sat_cecd28,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1078,usda.c1078,"Aluminum Saturation, CECd-Set 29",al_sat_cecd29,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,504,usda.c504,"Aluminum Saturation, CECd-Set 3",al_sat_cecd3,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1079,usda.c1079,"Aluminum Saturation, CECd-Set 30",al_sat_cecd30,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1080,usda.c1080,"Aluminum Saturation, CECd-Set 31",al_sat_cecd31,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1081,usda.c1081,"Aluminum Saturation, CECd-Set 32",al_sat_cecd32,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1082,usda.c1082,"Aluminum Saturation, CECd-Set 33",al_sat_cecd33,%,2733,2733,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1083,usda.c1083,"Aluminum Saturation, CECd-Set 34",al_sat_cecd34,%,9,9,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1084,usda.c1084,"Aluminum Saturation, CECd-Set 35",al_sat_cecd35,%,92,92,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1135,usda.c1135,"Aluminum Saturation, CECd-Set 36",al_sat_cecd36,%,173,173,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1214,usda.c1214,"Aluminum Saturation, CECd-Set 37",al_sat_cecd37,%,26,26,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1215,usda.c1215,"Aluminum Saturation, CECd-Set 38",al_sat_cecd38,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1216,usda.c1216,"Aluminum Saturation, CECd-Set 39",al_sat_cecd39,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,505,usda.c505,"Aluminum Saturation, CECd-Set 4",al_sat_cecd4,%,1799,1799,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1217,usda.c1217,"Aluminum Saturation, CECd-Set 40",al_sat_cecd40,%,3,3,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1332,usda.c1332,"Aluminum Saturation, CECd-Set 41",al_sat_cecd41,%,348,348,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1333,usda.c1333,"Aluminum Saturation, CECd-Set 42",al_sat_cecd42,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1334,usda.c1334,"Aluminum Saturation, CECd-Set 43",al_sat_cecd43,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1335,usda.c1335,"Aluminum Saturation, CECd-Set 44",al_sat_cecd44,%,23,23,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1336,usda.c1336,"Aluminum Saturation, CECd-Set 45",al_sat_cecd45,%,794,794,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1337,usda.c1337,"Aluminum Saturation, CECd-Set 46",al_sat_cecd46,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1338,usda.c1338,"Aluminum Saturation, CECd-Set 47",al_sat_cecd47,%,42,42,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1339,usda.c1339,"Aluminum Saturation, CECd-Set 48",al_sat_cecd48,%,65,65,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1370,usda.c1370,"Aluminum Saturation, CECd-Set 49",al_sat_cecd49,%,1058,1058,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,506,usda.c506,"Aluminum Saturation, CECd-Set 5",al_sat_cecd5,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1371,usda.c1371,"Aluminum Saturation, CECd-Set 50",al_sat_cecd50,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1372,usda.c1372,"Aluminum Saturation, CECd-Set 51",al_sat_cecd51,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1373,usda.c1373,"Aluminum Saturation, CECd-Set 52",al_sat_cecd52,%,68,68,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1408,usda.c1408,"Aluminum Saturation, CECd-Set 53",al_sat_cecd53,%,562,562,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1409,usda.c1409,"Aluminum Saturation, CECd-Set 54",al_sat_cecd54,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1410,usda.c1410,"Aluminum Saturation, CECd-Set 55",al_sat_cecd55,%,85,85,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,1411,usda.c1411,"Aluminum Saturation, CECd-Set 56",al_sat_cecd56,%,27,27,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,507,usda.c507,"Aluminum Saturation, CECd-Set 6",al_sat_cecd6,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,627,usda.c627,"Aluminum Saturation, CECd-Set 7",al_sat_cecd7,%,2360,2360,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,800,usda.c800,"Aluminum Saturation, CECd-Set 8",al_sat_cecd8,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_calc,801,usda.c801,"Aluminum Saturation, CECd-Set 9",al_sat_cecd9,%,NA,NA,"Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity."
kssl_analyte,65,usda.a65,"Aluminum, Dithionite Citrate Extractable",al_dith,% wt,29905,31438,Dithionite citrate extractable aluminum is an indicator of the amount of aluminum substituted for iron in iron oxides. It does not necessarily represent total pedogenic Al.
kssl_analyte,1056,usda.a1056,"Aluminum, Element Mehlich3 Extractable",al_el_meh3,mg/kg,1578,1643,The aluminum extracted by the Mehlich III solution.
kssl_analyte,69,usda.a69,"Aluminum, KCl Extractable",al_kcl,cmol(+)/kg,13624,14327,"KCl extractable aluminum approximates the exchangeable Al, and is a measure of the active acidity present in soils with a 1:1 water pH less than 5.5. It relates to the immediate lime requirement and the CEC of the soil."
kssl_analyte,670,usda.a670,"Aluminum, Major Element",al_mjelm,mg/kg,NA,7713,Total Al is the aluminum measured after total dissolution of a size fraction of soil material. It is stored as percent of the element and reported as  percent oxide on the base of the size fraction used.
kssl_analyte,1507,usda.a1507,"Aluminum, Major Element XRF",al_mjelm_xrf,mg/kg,NA,NA,Total Al is the aluminum measured after total dissolution of a size fraction of soil material. It is stored as percent of the element and reported as  percent oxide on the base of the size fraction used.
kssl_analyte,59,usda.a59,"Aluminum, Oxalate Extractable",al_ox,% wt,27105,28547,"Ammonium  oxalate extractable aluminum is an estimate of the total pedogenic Al, much of which may be in noncrystalline materials or complexed by organic matter. It is reported as gravimetric percent on a <2 mm base."
kssl_analyte,71,usda.a71,"Aluminum, Sodium Pyrophosphate Extractable",al_pyp,% wt,3069,3119,"Sodium pyrophosphate extractable aluminum is the fraction extracted by 0.1M sodium pyrophosphate. It was originally considered the portion associated with organic compounds, although subsequent evidence indicates other forms are also removed."
