analyte_id,analyte_name,analyte_abbrev,analyte_code,analyte_method_code,analyte_type,analyte_format,agg_method,uom_abbrev,adod_dependency,calc_script_path,calc_desc,calc_note,analyte_desc,analyte_note
93,"Nitrogen, Mineralizable",n_minr,MinNit,Nmint,F,5.2,mean,mg/kg,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Elemental\mineralizable_nitrogen.txt,To Be Added,,Mineralizable nitrogen is the fraction converted from organic to mineral form by aerobic incubation. It is an index of availability of soil N.,
94,"Nitrogen, Total",n_tot,N_tot,Ntot,F,5.3,mean,% wt,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Elemental\total_nitrogen.txt,To Be Added,,"The total (organic+inorganic) nitrogen in a sample supplies inferences on the soil potential to supply nitrogen to plants, and is used to determine C_N_RA and nitrogen distribution in a profile. It is reported as gravimetric percent on a <2 mm base. Det",
95,"Basic Glass, glass_count",min_BG_glass_count,BG_gc,minBG,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_basic_glass_percent.txt",to be added,,to be added,
96,"Diatoms, glass_count",min_DI_glass_count,DI_gc,minDI,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_diatoms_percent.txt",to be added,,to be added,
98,"Glass Aggregates, glass_count",min_GA_glass_count,GA_gc,minGA,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_glass_aggregates_percent.txt",to be added,,to be added,
99,"Glass, glass_count",min_GS_glass_count,GS_gc,minGS,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_glass_percent.txt",to be added,,to be added,
100,"Glass-coated Feldspar, glass_count",min_FG_glass_count,FG_gc,minFG,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_glass-coated_feldspar_percent.txt",to be added,,to be added,
101,"Glass-coated Grain, glass_count",min_GC_glass_count,GC_gc,minGC,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_glass-coated_grains_percent.txt",to be added,,to be added,
102,"Glass-coated Hornblende, glass_count",min_HG_glass_count,HG_gc,minHG,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_glass-coated_hornblende_percent.txt",to be added,,to be added,
103,"Glass-coated Opaques, glass count",min_OG_glass_count,OG_gc,minOG,I,2,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_glass-coated_opaques_percent.txt",To Be Added,,Glass-coated Opaques percentage of,
104,"Glass-coated Quartz, glass_count",min_QG_glass_count,QG_gc,minQG,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_glass-coated_quartz_percent.txt",to be added,,to be added,
105,"Glassy Materials, glass_count",min_GM_glass_count,GM_gc,minGM,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_glassy_material_percent.txt",to be added,,to be added,
106,"Other, glass count",min_OT_glass_count,OT_gc,minOT,I,2,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_other_percent.txt",To Be Added,,To Be Added,
107,"Plant Opal, glass_count",min_PO_glass_count,PO_gc,minPO,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_plant_opal_percent.txt",to be added,,to be added,
108,"Sponge Spicule, glass_count",min_SS_glass_count,SS_gc,minSS,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Glass_Count\glass,_sponge_spicule_percent.txt",to be added,,to be added,
109,"Actinolite, petro_count",min_AC_petro_count,AC_pc,minAC,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_actinolite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
110,"Albite, petro_count",min_FB_petro_count,FB_pc,minFB,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_albite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
111,"Amphibole, petro_count",min_AM_petro_count,AM_pc,minAM,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_amphibole_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
112,"Anatase, petro_count",min_AE_petro_count,AE_pc,minAE,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_anatase_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
113,"Andalusite, petro_count",min_AN_petro_count,AN_pc,minAN,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_andalusite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
114,"Andesite, petro_count",min_FA_petro_count,FA_pc,minFA,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_andesite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
115,"Anhydrite, petro_count",min_AY_petro_count,AY_pc,minAY,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_anhydrite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
116,"Anorthite, petro_count",min_FN_petro_count,FN_pc,minFN,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_anorthite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
117,"Anorthoclase, petro_count",min_FH_petro_count,FH_pc,minFH,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_anorthoclase_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
118,"Anthophyllite, petro_count",min_AH_petro_count,AH_pc,minAH,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_anthophyllite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
119,"Antigorite, petro_count",min_AG_petro_count,AG_pc,minAG,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_antigorite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
120,"Apatite, petro_count",min_AP_petro_count,AP_pc,minAP,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_apatite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
121,"Aragonite, petro_count",min_AO_petro_count,AO_pc,minAO,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_aragonite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
122,"Arfvedsonite, petro_count",min_AF_petro_count,AF_pc,minAF,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_arfvedsonite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
123,"Augite, petro_count",min_AU_petro_count,AU_pc,minAU,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_augite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
124,"Barite, petro_count",min_BA_petro_count,BA_pc,minBA,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_barite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
125,"Basic Glass, petro_count",min_BG_petro_count,BG_pc,minBG,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_basic_glass_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
126,"Beryl, petro_count",min_BY_petro_count,BY_pc,minBY,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_beryl_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
127,"Biotite, petro_count",min_BT_petro_count,BT_pc,minBT,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_biotite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
128,"Biotite-Chlorite, petro_count",min_BC_petro_count,BC_pc,minBC,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_biotite-chlorite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
129,"Boehmite, petro_count",min_BE_petro_count,BE_pc,minBE,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_boehmite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
130,"Bronzite, petro_count",min_BZ_petro_count,BZ_pc,minBZ,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_bronzite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
131,"Brookite, petro_count",min_BK_petro_count,BK_pc,minBK,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_brookite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
132,"Brucite, petro_count",min_BR_petro_count,BR_pc,minBR,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_brucite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
133,"Calcite, petro_count",min_CA_petro_count,CA_pc,minCA,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_calcite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
134,"Carbonate Aggregates, petro_count",min_CB_petro_count,CB_pc,minCB,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_carbonate_aggregates_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
135,"Cassiterite, petro_count",min_CT_petro_count,CT_pc,minCT,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_cassiterite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
136,"Chert (Chalcedony, Jasper, Agate, Onyx), petro_count",min_CD_petro_count,CD_pc,minCD,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_chalcedony_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
137,"Chlorite, petro_count",min_CL_petro_count,CL_pc,minCL,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_chlorite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
138,"Chlorite-Mica, petro_count",min_CM_petro_count,CM_pc,minCM,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_chlorite-mica_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
139,"Chrysotile, petro_count",min_CY_petro_count,CY_pc,minCY,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_chrysotile_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
140,"Clay-Coated Quartz, petro_count",min_QC_petro_count,QC_pc,minQC,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_clay-coated_quartz_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
141,"Cliachite (Bauxite), petro_count",min_CH_petro_count,CH_pc,minCH,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_cliachite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
142,"Clinozoisite, petro_count",min_CZ_petro_count,CZ_pc,minCZ,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_clinozoisite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
143,"Coal, petro_count",min_CC_petro_count,CC_pc,minCC,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_coal_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
144,"Collophane, petro_count",min_CO_petro_count,CO_pc,minCO,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_collophane_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
145,"Corundum, petro_count",min_CN_petro_count,CN_pc,minCN,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_corundum_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
146,"Cristobalite, petro_count",min_CR_petro_count,CR_pc,minCR,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_cristobalite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
147,"Diatoms, petro_count",min_DI_petro_count,DI_pc,minDI,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_diatoms_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
148,"Diopside, petro_count",min_DP_petro_count,DP_pc,minDP,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_diopside_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
149,"Dolomite, petro_count",min_DL_petro_count,DL_pc,minDL,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_dolomite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
150,"Dumortierite, petro_count",min_DU_petro_count,DU_pc,minDU,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_dumortierite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
151,"Enstatite, petro_count",min_EN_petro_count,EN_pc,minEN,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_enstatite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
152,"Epidote, petro_count",min_EP_petro_count,EP_pc,minEP,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_epidote_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
153,"Feldspar, petro_count",min_FD_petro_count,FD_pc,minFD,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_feldspar_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
154,"Feldspathoids, petro_count",min_FZ_petro_count,FZ_pc,minFZ,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_feldspathoids_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
155,"Ferromagnesium Mineral, petro_count",min_FM_petro_count,FM_pc,minFM,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_ferromagnesium_mineral_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
156,"Fluorite, petro_count",min_FU_petro_count,FU_pc,minFU,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_fluorite_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
157,"Foraminifera, petro_count",min_FF_petro_count,FF_pc,minFF,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_foraminifera_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
686,"Mercury, Trace Element",hg_trelm,Hg_tot,Hg,F,8,mean,ug/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\trace_analysis,_mercury.txt",To Be Added,,Total Hg is the mercury measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.,
687,"Nickel, Trace Element",ni_trelm,Ni_tot,Ni,F,8.2,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\trace_analysis,_nickel.txt",To Be Added,,Total Ni is the nickel measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.,
688,"Phosphorus, Trace Element",p_trelm,P_tot,P,F,8.2,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\trace_analysis,_phosphorus.txt",To Be Added,,Total P is the phosphorus measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.,
689,"Zinc, Trace Element",zn_trelm,Zn_tot,Zn,F,8.2,mean,mg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Total_Analysis\trace_analysis,_zinc.txt",To Be Added,,Total Zn is the zinc measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.,
690,"Nitrogen, Mineralizable (EPA)",n_minr2,MinNit,Nmint,F,5.1,mean,mg/L,0,\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Elemental\mineralizable_nitrogen_epa.txt,to be added,,Mineralizable nitrogen is the fraction converted from organic to mineral form by anaerobic incubation. It is an index of availability of soil N.,
722,"Calcium, NH4OAc Extractable, 2M KCl displacement",ca_nh4d,Ca_nh4,Ca,F,4.1,mean,cmol(+)/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CEC_&_Extr_Cations\nh4oac,_extr_ca.txt",To Be Added,,NH4OAC extractable calcium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Ca. It is reported as meq per 100 grams on a <2 mm base. It is not reported for samples containing carbonates or soluble salts.,
723,"CEC, NH4OAc, pH 7.0, 2M KCl displacement",cecd_nh4,CECnh4,CEC,F,4.1,mean,cmol(+)/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CEC_&_Extr_Cations\nh4oac,_cec.txt",To Be Added,,"CEC by NH4OAC is the cation exchange capacity of the sample, determined by 1N NH4OAC in a system highly buffered at pH 7.0 The NH4 is displaced by 2M KCl to obtain a solution without solids. It is reported as meq per 100 grams sample, on a <2 mm base.",
